1	1	11.492861
1	2	11.288077
1	3	11.188002
1	4	11.130013
1	5	11.091578
1	6	11.063454
1	7	11.041353
1	8	11.023067
1	9	11.007356
1	10	10.993473
1	11	10.980947
1	12	10.969460
1	13	10.958799
1	14	10.948810
1	15	10.939381
1	16	10.930432
1	17	10.921900
1	18	10.913738
1	19	10.905909
1	20	10.898386
1	21	10.891146
1	22	10.884170
1	23	10.877444
1	24	10.870956
1	25	10.864696
1	26	10.858656
1	27	10.852829
1	28	10.847208
1	29	10.841790
1	30	10.836568
1	31	10.831539
1	32	10.826699
1	33	10.822044
1	34	10.817570
1	35	10.813274
1	36	10.809152
1	37	10.805201
1	38	10.801417
1	39	10.797796
1	40	10.794335
1	41	10.791029
1	42	10.787875
1	43	10.784868
1	44	10.782003
1	45	10.779277
1	46	10.776683
1	47	10.774217
1	48	10.771872
1	49	10.769645
1	50	10.767527
1	51	10.765512
1	52	10.763594
1	53	10.761766
1	54	10.760018
1	55	10.758344
1	56	10.756734
1	57	10.755179
1	58	10.753669
1	59	10.752192
1	60	10.750737
1	61	10.749291
1	62	10.747841
1	63	10.746371
1	64	10.744865
1	65	10.743304
1	66	10.741670
1	67	10.739940
1	68	10.738089
1	69	10.736091
1	70	10.733916
1	71	10.731528
1	72	10.728890
1	73	10.725958
1	74	10.722681
1	75	10.719002
1	76	10.714854
1	77	10.710158
1	78	10.704824
1	79	10.698742
1	80	10.691784
1	81	10.683793
1	82	10.674580
1	83	10.663911
1	84	10.651494
1	85	10.636962
1	86	10.619843
1	87	10.599520
1	88	10.575176
1	89	10.545693
1	90	10.509513
1	91	10.464385
1	92	10.406945
1	93	10.331918
1	94	10.230573
1	95	10.087395
1	96	9.872327
1	97	9.520606
1	98	8.874448
1	99	7.495437
2	1	11.683381
2	2	11.471472
2	3	11.333958
2	4	11.240528
2	5	11.172916
2	6	11.120967
2	7	11.078987
2	8	11.043668
2	9	11.013005
2	10	10.985727
2	11	10.961000
2	12	10.938256
2	13	10.917099
2	14	10.897242
2	15	10.878479
2	16	10.860653
2	17	10.843646
2	18	10.827369
2	19	10.811751
2	20	10.796737
2	21	10.782283
2	22	10.768354
2	23	10.754922
2	24	10.741964
2	25	10.729459
2	26	10.717393
2	27	10.705752
2	28	10.694523
2	29	10.683696
2	30	10.673262
2	31	10.663213
2	32	10.653541
2	33	10.644238
2	34	10.635297
2	35	10.626712
2	36	10.618474
2	37	10.610578
2	38	10.603015
2	39	10.595779
2	40	10.588862
2	41	10.582256
2	42	10.575953
2	43	10.569943
2	44	10.564219
2	45	10.558770
2	46	10.553587
2	47	10.548659
2	48	10.543975
2	49	10.539524
2	50	10.535293
2	51	10.531268
2	52	10.527438
2	53	10.523785
2	54	10.520296
2	55	10.516954
2	56	10.513740
2	57	10.510636
2	58	10.507623
2	59	10.504677
2	60	10.501776
2	61	10.498894
2	62	10.496003
2	63	10.493074
2	64	10.490075
2	65	10.486969
2	66	10.483716
2	67	10.480274
2	68	10.476594
2	69	10.472623
2	70	10.468299
2	71	10.463557
2	72	10.458318
2	73	10.452497
