0	0	1.000000
0	1	1.000000
0	2	1.000000
0	3	1.000000
0	4	1.000000
0	5	1.000000
0	6	1.000000
0	7	1.000000
0	8	1.000000
0	9	1.000000
0	10	1.000000
0	11	1.000000
0	12	1.000000
0	13	1.000000
0	14	1.000000
0	15	1.000000
0	16	1.000000
0	17	1.000000
0	18	1.000000
0	19	1.000000
0	20	1.000000
0	21	1.000000
0	22	1.000000
0	23	1.000000
0	24	1.000000
0	25	1.000000
0	26	1.000000
0	27	1.000000
0	28	1.000000
0	29	1.000000
0	30	1.000000
0	31	1.000000
0	32	1.000000
0	33	1.000000
0	34	1.000000
0	35	1.000000
0	36	1.000000
0	37	1.000000
0	38	1.000000
0	39	1.000000
0	40	1.000000
0	41	1.000000
0	42	1.000000
0	43	1.000000
0	44	1.000000
0	45	1.000000
0	46	1.000000
0	47	1.000000
0	48	1.000000
0	49	1.000000
0	50	1.000000
0	51	1.000000
0	52	1.000000
0	53	1.000000
0	54	1.000000
0	55	1.000000
0	56	1.000000
0	57	1.000000
0	58	1.000000
0	59	1.000000
0	60	1.000000
0	61	1.000000
0	62	1.000000
0	63	1.000000
0	64	1.000000
0	65	1.000000
0	66	1.000000
0	67	1.000000
0	68	1.000000
0	69	1.000000
0	70	1.000000
0	71	1.000000
0	72	1.000000
0	73	1.000000
0	74	1.000000
0	75	1.000000
0	76	1.000000
0	77	1.000000
0	78	1.000000
0	79	1.000000
0	80	1.000000
0	81	1.000000
0	82	1.000000
0	83	1.000000
0	84	1.000000
0	85	1.000000
0	86	1.000000
0	87	1.000000
0	88	1.000000
0	89	1.000000
0	90	1.000000
0	91	1.000000
0	92	1.000000
0	93	1.000000
0	94	1.000000
0	95	1.000000
0	96	1.000000
0	97	1.000000
0	98	1.000000
0	99	1.000000
0	100	1.000000
1	0	0.000000
1	1	0.499699
1	2	0.697050
1	3	0.789707
1	4	0.840300
1	5	0.871370
1	6	0.892166
1	7	0.906984
1	8	0.918038
1	9	0.926575
1	10	0.933349
1	11	0.938840
1	12	0.943368
1	13	0.947157
1	14	0.950364
1	15	0.953106
1	16	0.955471
1	17	0.957526
1	18	0.959323
1	19	0.960902
1	20	0.962298
1	21	0.963536
1	22	0.964638
1	23	0.965622
1	24	0.966504
1	25	0.967295
1	26	0.968007
1	27	0.968649
1	28	0.969228
1	29	0.969751
1	30	0.970224
1	31	0.970651
1	32	0.971038
1	33	0.971388
1	34	0.971704
1	35	0.971989
1	36	0.972246
1	37	0.972477
1	38	0.972684
1	39	0.972869
1	40	0.973033
1	41	0.973178
1	42	0.973305
1	43	0.973415
1	44	0.973508
1	45	0.973586
1	46	0.973649
1	47	0.973698
1	48	0.973732
1	49	0.973752
1	50	0.973759
1	51	0.973752
1	52	0.973732
1	53	0.973698
1	54	0.973649
1	55	0.973586
1	56	0.973508
1	57	0.973415
1	58	0.973305
1	59	0.973178
1	60	0.973033
1	61	0.972869
1	62	0.972684
1	63	0.972477
1	64	0.972246
1	65	0.971989
1	66	0.971704
1	67	0.971388
1	68	0.971038
1	69	0.970651
1	70	0.970224
1	71	0.969751
1	72	0.969228
1	73	0.968649
1	74	0.968007
1	75	0.967295
1	76	0.966504
1	77	0.965622
1	78	0.964638
1	79	0.963536
1	80	0.962298
1	81	0.960902
1	82	0.959323
1	83	0.957526
1	84	0.955471
1	85	0.953106
1	86	0.950364
1	87	0.947157
1	88	0.943368
1	89	0.938840
1	90	0.933349
1	91	0.926575
1	92	0.918038
1	93	0.906984
1	94	0.892166
1	95	0.871370
1	96	0.840300
1	97	0.789707
1	98	0.697050
1	99	0.499699
1	100	0.000000
2	0	0.000000
2	1	0.301745
